date,newHospitalized,countHospitalized,countHospitalizedWithoutRelease,countHardStatus,countMediumStatus,countEasyStatus,countBreath,countDeath,numVisits,patientsHome,patientsHotel,countBreathCum,countDeathCum,countCriticalStatus,countSeriousCriticalCum,seriousCriticalNew,countEcmo,countDeadAvg7days,mediumNew,easyNew
2022-03-27,120,1055,940,294,74,648,110,10,9993,,,5885,10539,130,29821,28,18.0,7.0,18,103
2022-03-28,116,1064,959,289,79,650,109,8,8877,,,5888,10547,134,29842,33,18.0,7.0,24,117
2022-03-29,118,1067,967,274,78,665,101,7,8772,,,5892,10554,131,29860,23,18.0,7.0,16,104
2022-03-30,102,1053,950,264,77,666,98,8,8505,,,5895,10562,122,29882,28,18.0,7.0,18,96
2022-03-31,107,1054,934,263,71,670,94,14,9112,,,5899,10576,113,29908,38,17.0,8.0,18,110
2022-04-01,75,980,888,268,63,611,102,4,7329,,,5906,10580,118,29931,30,16.0,9.0,17,66
2022-04-02,82,966,946,272,62,601,104,12,6649,,,5911,10592,126,29954,31,16.0,9.0,10,84
2022-04-03,93,1009,896,262,75,645,99,11,9680,,,5916,10603,121,29973,23,16.0,9.0,23,88
2022-04-04,136,1041,922,245,76,672,97,9,8738,,,5919,10612,111,29986,17,16.0,9.0,23,124
2022-04-05,92,997,886,261,91,610,105,3,8827,,,5928,10615,119,30022,44,16.0,9.0,35,77
2022-04-06,84,963,863,272,82,575,101,9,8630,,,5931,10624,119,30054,35,15.0,8.0,22,69
2022-04-07,98,961,844,254,86,583,97,8,8629,,,5935,10632,112,30078,26,14.0,8.0,25,93
2022-04-08,84,924,855,248,70,560,91,8,7137,,,5936,10640,105,30104,33,13.0,8.0,13,77
2022-04-09,75,906,876,255,83,542,90,12,6341,,,5941,10652,107,30132,32,10.0,8.0,18,66
2022-04-10,77,935,794,268,85,560,96,10,9459,,,5948,10662,111,30158,31,9.0,8.0,19,74
2022-04-11,80,885,791,246,74,523,93,7,8454,,,5951,10669,109,30178,24,9.0,8.0,22,87
2022-04-12,73,839,732,238,68,509,84,8,8262,,,5953,10677,105,30194,21,9.0,8.0,17,72
2022-04-13,52,785,688,224,57,462,81,7,8078,,,5957,10684,102,30215,23,9.0,8.0,12,53
2022-04-14,68,735,644,226,48,434,76,6,8014,,,5959,10690,97,30234,22,8.0,8.0,7,57
2022-04-15,52,695,646,210,51,391,72,8,6311,,,5959,10698,90,30247,16,8.0,8.0,13,50
2022-04-16,61,695,679,207,47,427,72,2,6533,,,5962,10700,90,30258,14,8.0,8.0,7,67
2022-04-17,70,733,660,216,56,443,73,9,9647,,,5967,10709,91,30278,24,8.0,6.0,14,58
2022-04-18,88,745,668,221,44,458,77,9,8801,,,5971,10718,91,30297,21,8.0,6.0,7,82
2022-04-19,70,748,683,225,51,442,75,8,8625,,,5972,10726,89,30323,29,8.0,7.0,18,58
2022-04-20,64,732,667,223,55,428,72,6,8435,,,5976,10732,89,30334,19,7.0,7.0,15,56
2022-04-21,57,722,655,212,63,419,74,4,7718,,,5978,10736,84,30347,16,8.0,6.0,18,53
2022-04-22,55,700,675,207,64,388,73,4,6727,,,5979,10740,82,30360,16,8.0,6.0,12,41
2022-04-23,60,721,700,211,62,437,74,6,6733,,,5982,10746,89,30373,16,8.0,6.0,9,65
2022-04-24,66,765,673,217,72,461,73,4,10192,,,5984,10750,89,30388,22,8.0,6.0,17,64
2022-04-25,62,736,658,214,60,436,70,1,9394,,,5987,10751,88,30402,19,8.0,5.0,10,56
2022-04-26,52,708,628,207,60,413,70,7,9176,,,5989,10758,90,30423,23,9.0,4.0,13,57
2022-04-27,55,678,620,202,60,392,72,5,9034,,,5992,10763,88,30440,20,9.0,4.0,14,53
2022-04-28,52,669,600,200,57,380,62,8,8901,,,5997,10771,76,30463,25,9.0,4.0,8,48
2022-04-29,30,618,584,184,53,347,63,6,7611,,,5998,10777,75,30470,10,9.0,5.0,11,29
2022-04-30,45,619,601,191,49,363,63,5,6732,,,6000,10782,74,30486,23,8.0,5.0,9,40
2022-05-01,45,638,559,186,55,382,62,4,9828,,,6003,10786,74,30502,16,8.0,5.0,15,47
2022-05-02,41,615,558,165,53,366,58,5,8960,,,6005,10791,67,30515,14,9.0,5.0,8,41
2022-05-03,59,609,542,148,44,377,56,9,9263,,,6008,10800,64,30525,11,8.0,5.0,5,54
2022-05-04,24,544,487,142,43,342,56,1,8343,,,6012,10801,65,30537,13,8.0,6.0,11,25
2022-05-05,33,516,489,138,36,327,53,2,7740,,,6015,10803,59,30545,13,7.0,5.0,8,33
2022-05-06,38,520,495,130,35,336,52,6,7981,,,6016,10809,62,30553,13,8.0,4.0,9,40
2022-05-07,22,507,491,132,35,333,53,3,6699,,,6017,10812,63,30559,11,8.0,4.0,6,23
2022-05-08,49,536,482,135,36,356,53,4,10243,,,6019,10816,63,30568,13,8.0,4.0,9,52
2022-05-09,43,532,479,132,37,343,53,2,9206,,,6021,10818,63,30577,11,7.0,4.0,6,35
2022-05-10,43,519,465,120,41,336,48,5,9143,,,6022,10823,57,30582,6,7.0,3.0,8,41
2022-05-11,32,495,437,119,37,326,50,1,8989,,,6024,10824,57,30589,8,6.0,3.0,6,32
2022-05-12,29,472,418,109,39,303,48,2,9058,,,6026,10826,50,30598,12,5.0,3.0,8,23
2022-05-13,24,432,415,107,31,278,50,3,7390,,,6027,10829,56,30601,10,6.0,3.0,3,25
2022-05-14,33,442,425,108,30,297,51,3,6856,,,6028,10832,56,30610,10,6.0,2.0,3,34
2022-05-15,33,459,415,109,28,308,48,8,10463,,,6030,10840,51,30618,13,6.0,2.0,3,35
2022-05-16,38,453,416,105,30,306,50,1,9085,,,6033,10841,52,30622,5,6.0,3.0,6,34
2022-05-17,36,447,407,105,31,303,50,1,9136,,,6034,10842,54,30626,5,6.0,3.0,7,35
2022-05-18,27,438,393,103,23,300,48,2,8902,,,6036,10844,57,30636,11,6.0,2.0,1,32
2022-05-19,33,420,388,98,22,283,44,4,8808,,,6036,10848,54,30640,5,5.0,2.0,5,26
2022-05-20,30,411,387,98,19,279,44,3,7647,,,6037,10851,51,30644,5,5.0,3.0,1,31
2022-05-21,32,421,407,93,16,299,41,4,7052,,,6038,10855,50,30649,8,5.0,3.0,1,38
2022-05-22,39,436,392,107,17,307,44,1,10645,,,6040,10856,52,30663,16,5.0,3.0,3,38
2022-05-23,48,441,415,107,21,306,41,1,9328,,,6041,10857,48,30675,13,5.0,2.0,8,47
2022-05-24,39,455,428,104,24,316,39,1,9250,,,6043,10858,45,30679,6,4.0,2.0,8,37
2022-05-25,51,476,436,95,26,335,37,2,9012,,,6046,10860,45,30687,8,2.0,2.0,5,48
2022-05-26,41,472,429,96,28,331,38,3,9179,,,6047,10863,43,30696,15,2.0,2.0,8,36
2022-05-27,24,446,426,90,25,313,38,1,7781,,,6048,10864,44,30700,4,2.0,2.0,5,23
2022-05-28,34,455,432,91,24,332,34,2,6846,,,6048,10866,40,30706,7,2.0,1.0,5,36
2022-05-29,59,488,455,86,21,370,35,2,10619,,,6051,10868,39,30710,5,2.0,1.0,2,61
2022-05-30,40,494,448,94,25,367,31,2,9563,,,6051,10870,35,30722,13,2.0,1.0,9,35
2022-05-31,53,507,461,87,26,379,31,3,9438,,,6051,10873,34,30727,6,2.0,1.0,4,51
2022-06-01,49,506,459,89,20,383,29,3,9291,,,6052,10876,35,30739,14,2.0,2.0,3,56
2022-06-02,50,504,441,89,24,376,28,2,9457,,,6053,10878,32,30749,14,2.0,2.0,7,46
2022-06-03,36,473,449,79,22,347,27,1,7846,,,6053,10879,30,30751,3,2.0,2.0,3,30
2022-06-04,36,482,470,76,22,373,25,1,6589,,,6053,10880,30,30753,3,2.0,2.0,3,36
2022-06-05,57,520,490,91,24,400,27,0,8158,,,6054,10880,31,30770,17,2.0,2.0,3,51
2022-06-06,74,570,530,94,26,441,26,3,10805,,,6054,10883,30,30780,11,2.0,1.0,6,70
2022-06-07,61,584,524,101,24,448,20,3,9769,,,6054,10886,24,30796,18,2.0,1.0,4,60
2022-06-08,76,603,537,95,22,469,23,2,9458,,,6056,10888,27,30803,8,2.0,1.0,4,71
2022-06-09,88,622,555,89,37,476,20,3,9449,,,6057,10891,24,30812,9,2.0,1.0,18,76
2022-06-10,85,641,610,81,33,489,19,0,7986,,,6057,10891,22,30820,9,2.0,1.0,4,74
2022-06-11,66,663,634,96,37,522,19,2,6929,,,6059,10893,22,30843,23,2.0,1.0,9,64
2022-06-12,101,736,663,103,38,577,19,3,10924,,,6060,10896,22,30857,17,2.0,1.0,9,96
2022-06-13,108,772,689,102,42,613,21,2,9708,,,6063,10898,23,30871,15,2.0,2.0,15,104
2022-06-14,127,814,748,112,41,640,24,0,9303,,,6066,10898,27,30892,22,2.0,2.0,8,121
2022-06-15,104,846,775,126,52,654,26,1,9461,,,6068,10899,33,30917,26,2.0,1.0,21,102
2022-06-16,112,893,795,136,48,685,30,4,9449,,,6074,10903,36,30946,30,2.0,1.0,12,104
2022-06-17,124,912,835,144,43,700,32,4,7940,,,6077,10907,38,30972,28,2.0,1.0,5,108
2022-06-18,137,968,933,149,42,747,34,4,7177,,,6083,10911,39,30997,26,2.0,2.0,14,123
2022-06-19,143,1066,946,170,58,820,36,4,10689,,,6087,10915,44,31030,36,2.0,2.0,25,140
2022-06-20,163,1104,972,187,61,810,37,2,9763,,,6092,10917,45,31069,42,2.0,2.0,25,145
2022-06-21,204,1182,1078,185,76,875,35,5,9519,,,6094,10922,44,31099,37,2.0,2.0,30,198
2022-06-22,181,1242,1116,216,88,898,37,4,9266,,,6096,10926,45,31150,57,2.0,3.0,41,158
2022-06-23,187,1303,1170,216,97,940,36,11,9545,,,6100,10937,44,31193,44,2.0,3.0,25,173
2022-06-24,186,1343,1220,225,106,962,35,10,7893,,,6106,10947,46,31237,48,2.0,4.0,36,168
2022-06-25,193,1391,1314,224,122,999,32,13,7268,,,6108,10960,42,31269,40,2.0,5.0,38,177
2022-06-26,228,1535,1309,277,153,1061,44,8,10704,,,6123,10968,55,31343,85,1.0,7.0,54,219
2022-06-27,226,1544,1336,285,126,1069,42,12,9421,,,6128,10980,54,31397,62,1.0,7.0,26,217
2022-06-28,251,1574,1394,303,118,1083,41,10,9281,,,6133,10990,52,31459,70,1.0,9.0,40,224
2022-06-29,255,1631,1418,325,128,1129,43,13,9270,,,6137,11003,64,31516,65,1.0,9.0,39,237
2022-06-30,209,1636,1397,319,139,1110,43,14,9155,,,6142,11017,59,31565,54,1.0,11.0,44,186
2022-07-01,216,1588,1433,320,111,1090,44,19,7918,,,6150,11036,60,31618,55,1.0,11.0,18,203
2022-07-02,204,1598,1473,350,115,1082,49,13,7238,,,6158,11049,63,31693,84,1.0,12.0,35,197
2022-07-03,274,1732,1518,351,136,1189,48,11,10631,,,6162,11060,61,31740,55,2.0,12.0,50,274
2022-07-04,242,1755,1506,403,117,1174,48,12,9492,,,6169,11072,63,31817,92,2.0,13.0,38,223
2022-07-05,294,1814,1562,380,120,1218,49,14,9245,,,6177,11086,63,31873,61,2.0,13.0,40,287
2022-07-06,249,1775,1534,372,120,1206,47,14,9235,,,6181,11100,64,31924,60,2.0,13.0,39,244
2022-07-07,262,1779,1508,378,123,1208,55,12,9316,,,6190,11112,72,31990,74,2.0,13.0,36,255
2022-07-08,195,1695,1543,377,135,1099,59,14,7564,,,6196,11126,76,32044,58,2.0,13.0,51,174
2022-07-09,203,1699,1608,387,139,1143,64,19,6904,,,6205,11145,79,32098,60,2.0,12.0,39,205
2022-07-10,259,1851,1565,411,149,1243,66,15,10199,,,6215,11160,84,32170,84,1.0,13.0,39,259
2022-07-11,227,1801,1589,412,152,1156,69,14,9444,,,6224,11174,89,32238,75,0.0,14.0,43,206
2022-07-12,254,1831,1584,412,151,1185,76,14,9125,,,6235,11188,84,32298,72,0.0,14.0,40,240
2022-07-13,238,1804,1549,422,141,1169,79,13,9066,,,6247,11201,89,32358,74,1.0,14.0,47,224
2022-07-14,225,1757,1527,423,137,1119,81,22,9555,,,6256,11223,94,32425,75,1.0,14.0,42,207
2022-07-15,208,1732,1549,426,139,1068,80,12,7828,,,6264,11235,93,32490,75,1.0,15.0,36,184
2022-07-16,220,1732,1670,432,146,1096,81,13,7058,,,6272,11248,96,32536,48,1.0,15.0,33,207
2022-07-17,196,1839,1560,450,180,1180,86,8,9787,,,6280,11256,105,32591,63,1.0,14.0,58,207
2022-07-18,228,1786,1552,454,160,1101,88,13,9572,,,6286,11269,102,32641,63,1.0,13.0,41,203
2022-07-19,202,1737,1501,424,156,1069,83,19,9405,,,6291,11288,100,32694,59,0.0,13.0,39,200
2022-07-20,185,1666,1441,408,163,1025,82,13,9056,,,6300,11301,95,32735,51,0.0,14.0,34,191
2022-07-21,170,1588,1376,388,153,972,85,20,9324,,,6309,11321,96,32775,50,0.0,14.0,42,154
2022-07-22,148,1493,1354,374,128,929,90,11,7911,,,6319,11332,99,32817,46,0.0,14.0,24,138
2022-07-23,120,1450,1395,381,120,914,92,15,7181,,,6326,11347,101,32847,50,0.0,13.0,23,128
2022-07-24,184,1555,1345,386,131,998,96,14,10595,,,6334,11361,104,32897,61,0.0,14.0,38,203
2022-07-25,189,1541,1353,384,135,971,92,13,9326,,,6339,11374,102,32941,53,0.0,15.0,37,180
2022-07-26,149,1494,1308,375,118,944,86,10,9237,,,6344,11384,98,32982,51,0.0,15.0,26,155
2022-07-27,125,1416,1241,367,118,871,87,13,8854,,,6351,11397,102,33023,47,0.0,13.0,28,126
2022-07-28,140,1363,1163,350,97,863,85,14,8969,,,6358,11411,98,33051,37,0.0,13.0,19,138
2022-07-29,127,1289,1198,328,91,805,86,8,7655,,,6362,11419,98,33077,31,0.0,12.0,24,123
2022-07-30,125,1294,1237,342,98,809,92,10,6800,,,6372,11429,108,33117,50,0.0,12.0,24,110
2022-07-31,141,1362,1190,336,103,879,86,15,10421,,,6376,11444,96,33159,46,0.0,11.0,20,153
2022-08-01,145,1332,1186,331,93,848,86,18,9075,,,6380,11462,101,33196,44,0.0,11.0,18,149
2022-08-02,118,1272,1097,323,94,818,96,8,9159,,,6393,11470,114,33221,36,1.0,12.0,28,136
2022-08-03,119,1213,1052,294,91,706,92,8,8919,,,6397,11478,106,33253,38,1.0,12.0,22,118
2022-08-04,104,1144,990,277,89,654,90,7,9176,,,6402,11485,105,33278,33,1.0,11.0,25,104
2022-08-05,105,1083,1008,266,80,634,90,4,7381,,,6407,11489,96,33298,25,1.0,10.0,14,104
2022-08-06,106,1072,1020,290,75,621,90,10,6443,,,6412,11499,97,33340,52,1.0,10.0,17,96
2022-08-07,124,1135,991,300,88,647,89,12,9131,,,6416,11511,99,33372,42,1.0,10.0,26,127
2022-08-08,108,1096,950,301,88,606,88,6,9107,,,6421,11517,99,33398,30,1.0,9.0,17,106
2022-08-09,90,1059,966,268,84,593,84,12,8916,,,6425,11529,93,33425,32,0.0,7.0,14,98
2022-08-10,109,1041,902,268,88,577,81,7,8636,,,6427,11536,94,33453,32,0.0,8.0,17,96
2022-08-11,91,991,866,250,90,545,75,7,8866,,,6430,11543,87,33481,32,0.0,8.0,29,86
2022-08-12,69,912,840,248,79,510,75,4,7482,,,6430,11547,88,33497,21,0.0,8.0,11,63
2022-08-13,54,892,858,243,80,502,78,4,6602,,,6435,11551,92,33519,25,0.0,8.0,15,60
2022-08-14,67,902,783,247,83,517,78,4,10094,,,6436,11555,93,33535,19,0.0,7.0,14,66
2022-08-15,75,877,779,243,67,482,80,3,8914,,,6439,11558,98,33558,30,0.0,6.0,7,69
2022-08-16,65,844,763,213,61,481,73,14,8774,,,6441,11572,85,33573,20,0.0,5.0,13,71
2022-08-17,68,797,705,205,59,463,74,9,8737,,,6444,11581,82,33586,18,0.0,6.0,18,66
2022-08-18,54,759,672,201,57,436,76,3,8752,,,6449,11584,88,33600,18,0.0,6.0,13,60
2022-08-19,55,718,680,194,42,419,73,7,7631,,,6450,11591,81,33615,18,0.0,5.0,3,58
2022-08-20,40,702,686,193,46,407,71,3,6697,,,6451,11594,78,33629,16,0.0,6.0,8,39
2022-08-21,57,734,654,188,49,436,59,9,10056,,,6451,11603,71,33643,18,0.0,6.0,11,62
2022-08-22,35,684,605,192,45,391,65,7,8941,,,6455,11610,78,33656,20,1.0,6.0,12,33
2022-08-23,54,667,596,174,44,383,62,7,8768,,,6457,11617,77,33664,13,1.0,7.0,7,52
2022-08-24,41,631,566,165,46,359,56,5,8716,,,6458,11622,71,33675,15,2.0,6.0,13,46
2022-08-25,32,595,540,152,47,333,51,5,8894,,,6458,11627,67,33683,11,2.0,5.0,9,30
2022-08-26,36,561,543,139,41,326,49,5,7596,,,6458,11632,62,33688,6,2.0,6.0,4,41
2022-08-27,50,584,570,141,44,350,50,3,6349,,,6461,11635,62,33696,9,2.0,5.0,7,49
2022-08-28,51,618,557,144,43,385,53,4,9898,,,6463,11639,62,33704,10,2.0,5.0,8,58
2022-08-29,43,597,529,132,41,367,50,6,9091,,,6464,11645,59,33708,7,2.0,5.0,7,41
2022-08-30,32,538,489,125,38,330,49,5,9080,,,6466,11650,56,33713,6,3.0,5.0,9,33
2022-08-31,41,526,477,114,32,332,48,1,8636,,,6467,11651,55,33717,5,3.0,4.0,5,48
2022-09-01,31,510,455,106,36,312,46,1,8964,,,6471,11652,48,33725,10,3.0,4.0,8,26
2022-09-02,26,467,454,105,33,284,44,9,7762,,,6473,11661,51,33733,10,3.0,3.0,4,25
2022-09-03,25,468,460,108,36,291,43,0,6669,,,6476,11661,48,33739,8,3.0,4.0,7,21
2022-09-04,32,494,449,119,37,306,42,2,10175,,,6478,11663,49,33752,17,2.0,3.0,6,35
2022-09-05,27,472,420,121,31,284,44,3,8942,,,6481,11666,52,33758,10,2.0,3.0,8,25
2022-09-06,34,452,410,109,22,284,46,6,9057,,,6486,11672,54,33764,6,2.0,3.0,2,41
2022-09-07,40,445,411,104,21,288,42,0,8891,,,6487,11672,50,33771,8,2.0,3.0,3,42
2022-09-08,27,432,384,102,25,273,41,2,9354,,,6488,11674,45,33775,6,2.0,3.0,8,27
2022-09-09,34,420,395,93,22,262,41,0,7775,,,6488,11674,45,33778,4,2.0,3.0,1,33
2022-09-10,30,421,406,94,25,269,40,3,7085,,,6489,11677,45,33785,10,2.0,1.0,8,30
2022-09-11,34,435,403,96,28,286,37,2,10578,,,6489,11679,44,33793,10,2.0,2.0,8,36
2022-09-12,37,439,402,98,23,288,39,1,9328,,,6492,11680,47,33797,6,1.0,2.0,3,30
2022-09-13,29,436,398,98,20,283,41,4,9097,,,6494,11684,48,33805,10,0.0,2.0,3,22
2022-09-14,38,431,389,99,21,280,40,3,9034,,,6495,11687,44,33816,12,0.0,1.0,4,33
2022-09-15,22,407,369,95,20,263,39,4,9248,,,6496,11691,43,33821,8,0.0,2.0,3,20
2022-09-16,32,399,379,91,15,260,37,0,7751,,,6496,11691,41,33826,5,0.0,2.0,0,32
2022-09-17,33,402,389,92,14,274,34,1,6934,,,6496,11692,36,33832,6,0.0,2.0,1,31
2022-09-18,39,425,379,94,15,291,36,1,10555,,,6498,11693,37,33840,8,0.0,2.0,2,39
2022-09-19,39,420,371,89,19,281,31,2,9440,,,6498,11695,32,33847,7,0.0,2.0,8,36
2022-09-20,42,414,368,85,21,272,30,1,9402,,,6499,11696,31,33852,6,0.0,2.0,4,31
2022-09-21,49,414,389,90,20,275,32,0,9296,,,6502,11696,34,33864,15,0.0,1.0,5,47
2022-09-22,26,411,369,86,26,274,29,1,9813,,,6502,11697,32,33870,8,0.0,1.0,9,31
2022-09-23,34,404,370,79,29,262,27,4,8013,,,6502,11701,32,33873,6,0.0,0.0,6,28
2022-09-24,33,400,389,77,31,270,30,0,7384,,,6504,11701,32,33879,8,0.0,1.0,3,32
2022-09-25,31,412,360,78,30,281,29,4,8429,,,6504,11705,30,33882,6,0.0,1.0,4,33
2022-09-26,26,386,364,73,20,265,29,3,7246,,,6505,11708,30,33886,5,0.0,1.0,1,26
2022-09-27,36,396,388,78,21,273,27,3,8038,,,6507,11711,26,33897,12,0.0,1.0,4,29
2022-09-28,49,433,386,82,29,303,25,0,11038,,,6508,11711,27,33905,8,0.0,2.0,9,47
2022-09-29,37,425,372,80,32,289,24,1,10377,,,6509,11712,24,33912,10,0.0,2.0,9,36
2022-09-30,34,406,380,79,28,275,26,1,8444,,,6512,11713,26,33918,7,0.0,2.0,3,40
2022-10-01,28,401,389,76,26,287,24,1,7320,,,6513,11714,24,33921,5,0.0,1.0,2,32
2022-10-02,49,442,380,76,28,318,24,3,11349,,,6513,11717,25,33926,8,0.0,1.0,4,49
2022-10-03,45,428,382,79,28,300,25,1,10290,,,6514,11718,26,33938,14,0.0,1.0,7,40
2022-10-04,40,417,378,71,26,295,23,0,7639,,,6514,11718,24,33943,6,0.0,1.0,4,42
2022-10-05,24,393,387,73,32,273,24,6,6146,,,6515,11724,26,33950,8,0.0,1.0,9,24
2022-10-06,43,422,375,75,34,297,24,3,12140,,,6518,11727,24,33954,7,0.0,1.0,4,40
2022-10-07,35,414,387,72,28,294,26,1,8644,,,6520,11728,26,33959,5,0.0,2.0,1,41
2022-10-08,36,415,400,82,29,295,27,3,7261,,,6520,11731,27,33968,13,0.0,2.0,5,34
2022-10-09,33,431,392,89,28,302,26,2,8856,,,6520,11733,26,33975,7,0.0,2.0,2,32
2022-10-10,24,418,403,86,30,282,28,4,7067,,,6522,11737,28,33983,8,0.0,2.0,4,22
2022-10-11,32,429,386,91,34,290,29,1,10216,,,6524,11738,29,33988,8,0.0,2.0,6,26
2022-10-12,26,412,370,90,36,266,29,2,9124,,,6526,11740,29,33998,11,0.0,2.0,9,25
2022-10-13,32,404,365,87,31,262,31,3,9158,,,6528,11743,31,34007,9,0.0,2.0,4,35
2022-10-14,25,385,369,90,30,245,32,2,7831,,,6531,11745,34,34017,13,0.0,2.0,3,21
2022-10-15,28,391,386,84,31,262,30,3,7073,,,6533,11748,31,34020,3,0.0,2.0,3,27
2022-10-16,28,407,368,86,32,273,30,1,9066,,,6536,11749,32,34027,7,0.0,2.0,5,28
2022-10-17,25,392,388,87,31,259,31,2,7337,,,6538,11751,32,34030,5,0.0,2.0,4,21
2022-10-18,49,434,389,96,35,289,31,3,10313,,,6538,11754,32,34044,17,0.0,2.0,5,51
2022-10-19,31,426,376,90,32,280,26,3,9430,,,6538,11757,30,34051,9,0.0,2.0,4,31
2022-10-20,34,404,358,101,22,265,27,3,9437,,,6539,11760,30,34065,17,0.0,2.0,4,27
2022-10-21,38,401,379,90,25,252,26,1,7581,,,6540,11761,29,34068,7,0.0,2.0,5,35
2022-10-22,31,394,385,91,25,267,28,5,6833,,,6543,11766,30,34075,7,0.0,2.0,3,36
2022-10-23,24,404,360,101,28,262,29,2,10007,,,6545,11768,31,34090,15,0.0,2.0,5,24
2022-10-24,36,403,368,85,22,269,29,3,9267,,,6547,11771,30,34094,4,0.0,2.0,5,36
2022-10-25,39,393,364,87,24,271,29,1,9049,,,6548,11772,30,34099,7,1.0,2.0,10,35
2022-10-26,33,397,369,84,19,278,30,2,8808,,,6549,11774,31,34103,6,1.0,2.0,3,30
2022-10-27,37,404,381,79,18,288,27,5,9277,,,6549,11779,29,34106,5,1.0,2.0,4,36
2022-10-28,35,408,394,85,16,287,29,1,7800,,,6552,11780,31,34115,10,1.0,2.0,3,34
2022-10-29,37,430,422,83,18,314,28,2,7015,,,6552,11782,29,34118,4,1.0,2.0,3,39
2022-10-30,43,461,393,95,24,327,31,3,10447,,,6557,11785,31,34132,16,1.0,2.0,6,41
2022-10-31,47,446,406,89,17,317,30,1,9360,,,6557,11786,28,34141,9,1.0,2.0,4,45
2022-11-01,35,432,417,88,18,303,33,3,7465,,,6562,11789,31,34150,11,1.0,2.0,3,32
2022-11-02,44,449,414,93,25,317,32,1,9154,,,6563,11790,33,34161,11,1.0,2.0,11,36
2022-11-03,36,452,406,99,22,311,31,3,9178,,,6564,11793,30,34173,15,1.0,2.0,4,41
2022-11-04,26,428,397,96,18,282,27,3,7571,,,6564,11796,27,34180,7,1.0,2.0,3,29
2022-11-05,47,443,438,97,24,308,26,1,6906,,,6564,11797,27,34190,12,1.0,2.0,9,50
2022-11-06,51,484,431,99,28,340,28,3,10179,,,6566,11800,30,34196,9,1.0,2.0,5,46
2022-11-07,57,489,443,103,29,344,31,1,9239,,,6571,11801,35,34210,16,1.0,2.0,12,58
2022-11-08,40,480,433,106,30,324,31,4,8722,,,6571,11805,34,34222,16,1.0,2.0,9,36
2022-11-09,49,488,460,96,31,338,33,2,8579,,,6575,11807,37,34232,12,1.0,2.0,9,51
2022-11-10,72,525,482,98,28,372,33,1,9095,,,6576,11808,35,34240,12,1.0,2.0,4,63
2022-11-11,32,510,483,100,30,351,30,3,7405,,,6576,11811,33,34251,13,1.0,2.0,9,32
2022-11-12,39,514,503,101,31,365,28,2,6790,,,6578,11813,33,34260,13,1.0,2.0,6,40
2022-11-13,61,552,512,108,34,394,29,5,10456,,,6580,11818,33,34275,19,1.0,2.0,11,55
2022-11-14,50,567,511,105,39,392,28,4,9543,,,6583,11822,33,34289,17,1.0,2.0,11,47
2022-11-15,62,561,520,110,35,392,28,5,9026,,,6584,11827,34,34302,15,1.0,3.0,7,59
2022-11-16,58,572,529,110,41,398,30,2,8829,,,6588,11829,34,34317,15,1.0,3.0,11,56
2022-11-17,51,574,525,103,36,410,28,4,9101,,,6588,11833,32,34321,6,1.0,3.0,8,56
2022-11-18,55,575,541,103,41,392,29,3,7639,,,6589,11836,36,34328,10,1.0,3.0,13,46
2022-11-19,47,584,570,114,36,420,31,0,6956,,,6590,11836,38,34341,16,1.0,3.0,7,56
2022-11-20,87,652,571,120,37,475,31,2,10289,,,6592,11838,37,34353,15,1.0,3.0,13,86
2022-11-21,55,626,572,121,34,454,33,4,9514,,,6595,11842,39,34366,14,1.0,2.0,7,57
2022-11-22,66,630,565,130,39,448,38,3,9334,,,6600,11845,41,34385,20,1.0,2.0,8,64
2022-11-23,79,645,584,129,42,452,40,2,9107,,,6605,11847,43,34402,18,1.0,2.0,16,71
2022-11-24,70,646,594,128,40,453,40,10,9086,,,6610,11857,43,34416,16,1.0,2.0,10,63
2022-11-25,66,654,619,128,37,450,40,3,7002,,,6613,11860,45,34430,16,1.0,3.0,5,58
2022-11-26,61,667,640,136,37,476,42,0,6549,,,6616,11860,45,34446,18,1.0,3.0,6,55
2022-11-27,83,713,629,147,41,491,37,3,9902,,,6617,11863,42,34470,27,1.0,3.0,12,64
2022-11-28,91,728,648,133,43,508,36,13,9168,,,6622,11876,39,34485,17,0.0,3.0,12,88
2022-11-29,89,718,643,133,35,516,34,8,8972,,,6626,11884,37,34506,22,0.0,4.0,7,86
2022-11-30,88,715,639,135,49,495,35,3,8927,,,6628,11887,37,34516,16,0.0,5.0,24,71
2022-12-01,76,714,640,136,53,494,33,4,9036,,,6633,11891,38,34535,22,0.0,5.0,13,71
2022-12-02,67,697,660,123,45,472,35,4,7597,,,6638,11895,39,34547,13,0.0,4.0,6,59
2022-12-03,69,714,700,127,52,502,38,4,6868,,,6644,11899,44,34558,15,0.0,5.0,13,64
2022-12-04,105,790,701,137,50,569,40,8,10128,,,6647,11907,44,34573,19,0.0,5.0,11,107
2022-12-05,66,753,671,153,38,532,43,2,9453,,,6651,11909,48,34602,32,0.0,6.0,6,63
2022-12-06,84,753,673,146,41,531,41,4,8923,,,6654,11913,47,34618,17,0.0,4.0,10,82
2022-12-07,92,758,692,144,47,533,43,4,9039,,,6659,11917,49,34637,20,0.0,4.0,17,84
2022-12-08,77,751,676,154,46,531,50,11,9133,,,6667,11928,58,34658,25,0.0,4.0,8,68
2022-12-09,64,739,681,160,40,507,55,9,7400,,,6675,11937,60,34676,24,0.0,5.0,7,56
