date,tests,tests_result,tests_positive,tests_survey,CountDeath,CountEasyStatus,CountMediumStatus,CountHardStatus,CountBreath,tests_cumulative,new_hospitalized,CountHospitalized,CountBreathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,medium_new,easy_new,count_ecmo,tests_positive1,recovered,tests1
16-May-2021,14803,14704,38,145,1,40,23,60,38,16287730,3,126,3694,41,17676,4,1,3,4,37,99,14621
17-May-2021,8745,8676,15,1,3,41,22,57,38,16296475,4,125,3694,40,17676,1,1,4,4,15,18,8595
18-May-2021,23852,23691,25,5006,0,47,25,53,37,16320327,6,127,3694,38,17676,2,4,7,4,25,91,23285
19-May-2021,28412,28289,59,5236,1,49,21,52,37,16348739,9,124,3694,38,17678,2,2,8,4,56,89,27976
20-May-2021,22053,21934,39,2129,0,50,19,56,39,16370792,8,131,3696,40,17682,5,0,9,4,35,74,21554
21-May-2021,26956,26837,23,144,2,45,21,51,38,16397748,7,121,3697,38,17682,0,4,5,3,22,34,26595
22-May-2021,6919,6889,14,0,0,39,21,51,38,16404667,1,113,3697,39,17682,1,1,1,3,12,25,6825
23-May-2021,18412,18289,28,1444,1,38,20,52,38,16423079,6,115,3698,39,17684,2,0,5,4,28,85,18065
24-May-2021,32278,32146,29,4065,1,36,21,51,36,16455357,4,111,3698,38,17684,2,2,5,3,30,30,31754
25-May-2021,26689,26602,24,3461,1,39,23,47,35,16482046,10,115,3698,37,17684,0,3,9,3,22,42,26392
26-May-2021,25945,25856,17,2305,0,35,26,44,32,16507991,5,114,3698,35,17684,0,3,5,3,16,36,25544
27-May-2021,27745,27654,15,3220,2,33,24,42,31,16535736,4,104,3698,33,17685,2,2,4,3,16,38,27449
28-May-2021,31827,31748,18,447,1,36,20,40,31,16567563,3,98,3698,33,17686,1,1,8,3,18,40,31394
29-May-2021,9340,9318,13,280,0,29,21,40,31,16576903,1,92,3698,32,17686,0,2,2,3,13,17,9181
30-May-2021,19783,19711,5,1649,0,33,20,40,30,16596686,5,94,3698,31,17687,1,0,6,3,4,69,19496
31-May-2021,25476,25406,14,3699,0,30,19,40,32,16622162,4,94,3700,32,17688,1,1,2,3,14,28,25090
01-Jun-2021,21752,21684,48,3761,2,36,18,40,26,16643914,7,96,3700,30,17689,3,1,10,2,35,36,21420
02-Jun-2021,17247,17196,14,1175,0,32,17,35,26,16661161,5,90,3700,27,17690,1,0,6,2,13,49,16901
03-Jun-2021,15809,15749,14,1109,1,28,18,35,26,16676970,1,83,3701,27,17691,1,2,1,2,11,130,15557
04-Jun-2021,17991,17934,31,2,0,30,16,34,24,16694961,3,84,3701,26,17691,1,2,5,2,31,12,17827
05-Jun-2021,7332,7311,6,0,1,31,16,33,24,16702293,4,81,3701,25,17691,1,2,4,2,6,6,7241
06-Jun-2021,16043,15987,6,1331,0,35,14,35,24,16718336,4,85,3701,25,17691,3,1,7,2,5,54,15848
07-Jun-2021,23017,22959,7,1952,1,33,12,31,19,16741353,2,80,3701,22,17691,0,1,4,2,7,52,22776
08-Jun-2021,21243,21184,30,3384,1,32,12,30,18,16762596,3,79,3701,21,17692,1,1,3,2,30,15,21014
09-Jun-2021,16941,16907,9,1052,1,32,11,30,18,16779537,5,73,3701,21,17692,0,0,5,2,9,21,16759
10-Jun-2021,17682,17626,19,955,0,33,11,30,19,16797219,5,77,3701,22,17692,1,0,5,2,18,32,17542
11-Jun-2021,17477,17451,18,1,0,28,11,30,19,16814696,1,72,3701,22,17692,0,1,1,2,18,19,17191
12-Jun-2021,10420,10405,5,0,0,31,10,28,21,16825116,2,71,3701,21,17692,0,0,4,2,5,14,10365
13-Jun-2021,18546,18518,3,741,1,37,11,27,20,16843662,6,78,3701,20,17692,0,1,7,2,3,28,18288
14-Jun-2021,26332,26299,26,3119,0,30,13,27,19,16869994,0,74,3701,20,17693,1,2,1,2,26,21,25696
15-Jun-2021,22505,22414,32,3151,0,30,12,24,17,16892499,1,70,3701,18,17693,0,0,2,2,27,15,21979
16-Jun-2021,18422,18377,14,1092,1,33,12,21,15,16910921,5,69,3701,16,17693,0,2,6,2,14,10,18075
17-Jun-2021,16598,16534,31,1175,0,32,12,21,16,16927519,2,70,3702,17,17693,1,0,3,2,29,45,16053
18-Jun-2021,20294,20254,35,1,0,31,13,19,16,16947813,2,64,3702,17,17693,0,2,3,2,35,12,18986
19-Jun-2021,12656,12637,48,1,1,33,11,19,16,16960469,4,63,3702,17,17693,0,0,5,2,47,9,12006
20-Jun-2021,24683,24625,53,1179,0,34,12,21,16,16985152,5,69,3702,17,17695,2,1,3,2,53,86,22405
21-Jun-2021,32420,32346,125,1435,0,33,14,21,19,17017572,2,75,3705,18,17695,0,2,3,2,125,38,31313
22-Jun-2021,30967,30889,113,3724,0,34,12,24,17,17048539,6,72,3705,18,17697,3,1,6,2,113,10,28617
23-Jun-2021,29801,29665,166,3003,0,35,12,23,16,17078340,8,73,3705,18,17697,0,1,6,2,153,25,27844
24-Jun-2021,29986,29865,275,1835,0,33,14,22,14,17108326,3,69,3705,15,17697,0,4,2,3,247,41,27688
25-Jun-2021,39877,39713,250,372,1,31,11,22,14,17148203,3,65,3705,16,17698,1,0,3,3,240,16,37893
26-Jun-2021,21916,21831,129,0,0,34,11,23,15,17170119,6,68,3706,17,17699,1,0,6,3,122,15,20388
27-Jun-2021,30385,30356,145,2283,0,39,15,22,15,17200504,9,78,3706,16,17700,1,4,9,2,145,72,29075
28-Jun-2021,47673,47619,287,5166,0,43,10,20,15,17248177,11,79,3706,16,17700,0,0,9,2,289,57,44727
29-Jun-2021,46950,46816,303,4809,0,47,12,20,15,17295127,11,85,3706,16,17700,0,3,11,2,303,75,44521
30-Jun-2021,43917,43652,368,5054,0,42,11,22,12,17339044,8,82,3706,13,17705,5,1,5,2,347,93,40616
01-Jul-2021,44600,44517,298,4937,0,42,14,23,13,17383644,5,81,3707,15,17705,1,4,6,2,299,164,42888
02-Jul-2021,49998,49689,381,3084,0,44,13,25,13,17433642,8,85,3707,14,17708,3,2,7,2,369,136,47373
03-Jul-2021,27155,27107,190,121,0,47,14,27,13,17460797,10,90,3708,14,17712,4,2,10,2,189,96,25599
04-Jul-2021,36515,36433,356,1669,0,52,17,28,13,17497312,14,102,3708,14,17716,4,5,13,2,352,286,33455
05-Jul-2021,53793,53694,507,6921,0,58,16,32,13,17551105,16,107,3709,15,17721,5,3,12,2,504,195,51814
06-Jul-2021,60892,60635,551,7038,0,69,14,35,14,17611997,19,122,3710,15,17728,7,2,17,3,550,174,56786
07-Jul-2021,54923,54752,530,9415,1,66,13,41,14,17666920,13,123,3711,16,17736,9,4,9,2,527,244,52037
08-Jul-2021,52174,52027,477,6635,2,66,17,41,12,17719094,12,128,3712,15,17743,7,6,9,2,473,326,49270
09-Jul-2021,61572,61414,551,5445,0,65,16,39,12,17780666,11,123,3712,16,17747,5,5,9,2,544,247,59071
10-Jul-2021,34585,34497,266,674,2,63,19,39,12,17815251,9,124,3713,15,17751,5,3,8,2,261,133,32248
11-Jul-2021,42468,42371,441,3481,3,69,16,48,13,17857719,20,136,3714,17,17761,13,3,17,2,443,424,40505
12-Jul-2021,62208,62004,767,8905,2,88,11,49,11,17919927,26,154,3714,15,17767,7,4,27,2,765,280,58927
13-Jul-2021,62226,62087,757,8280,0,90,16,45,12,17982153,22,160,3716,14,17773,6,9,21,2,750,326,58626
14-Jul-2021,63091,62921,782,9601,3,90,22,50,15,18045244,24,166,3718,16,17782,10,10,16,2,774,450,59266
15-Jul-2021,65777,65457,884,8650,1,99,27,55,15,18111021,30,183,3718,16,17792,11,9,26,2,878,562,60058
16-Jul-2021,81970,81660,1157,8140,1,99,32,49,15,18192991,24,191,3718,18,17797,6,16,17,2,1148,472,74885
17-Jul-2021,33046,32920,460,279,2,98,28,58,16,18226037,16,187,3720,18,17809,16,10,15,2,441,201,30936
18-Jul-2021,56703,56480,841,2888,3,107,34,64,12,18282740,35,210,3720,16,17826,17,16,26,2,837,642,51880
19-Jul-2021,84397,84030,1406,7153,2,112,39,61,11,18367137,34,222,3720,16,17834,11,16,30,2,1401,445,79826
20-Jul-2021,90610,90325,1421,10454,2,137,36,62,10,18457747,52,243,3721,17,17844,12,13,47,2,1414,378,84495
21-Jul-2021,86169,85722,1414,11479,3,148,26,67,13,18543916,35,250,3725,18,17856,13,6,32,2,1374,641,79814
22-Jul-2021,78877,78570,1297,7444,1,155,29,76,16,18622793,51,264,3728,22,17873,17,13,43,2,1289,779,74251
23-Jul-2021,98252,97937,1443,6048,0,155,24,87,17,18721045,41,277,3731,22,17894,21,8,35,1,1442,696,91115
24-Jul-2021,60723,60487,973,1185,3,147,32,89,16,18781768,26,278,3732,21,17910,16,13,22,1,972,406,56089
25-Jul-2021,77240,76718,1442,1278,4,173,45,96,17,18859008,60,321,3735,22,17928,22,21,50,2,1437,1303,68011
26-Jul-2021,102785,102432,2145,10268,1,182,41,122,24,18961793,76,355,3743,32,17961,39,18,55,3,2135,834,97209
27-Jul-2021,106234,105625,2316,12666,1,191,39,154,24,19068027,62,392,3745,32,18003,45,14,51,3,2303,898,100105
28-Jul-2021,102946,102452,2227,9630,6,207,47,150,27,19170973,64,422,3751,32,18025,25,27,61,4,2200,1150,97507
29-Jul-2021,102060,101658,2190,11723,6,224,44,155,24,19273033,78,448,3752,29,18054,33,25,69,3,2180,1355,95536
30-Jul-2021,111320,110691,2488,8605,2,198,45,178,25,19384353,64,446,3755,33,18090,41,17,41,4,2466,1229,103816
31-Jul-2021,73839,73438,2121,1291,5,215,55,196,28,19458192,72,485,3759,35,18125,39,21,58,5,2104,582,69264
01-Aug-2021,80663,80270,2138,3120,9,268,73,196,31,19538855,98,557,3765,36,18150,29,34,95,6,2126,1906,75147
02-Aug-2021,113801,113306,3878,11371,9,261,81,213,40,19652656,98,581,3775,44,18191,45,40,75,6,3862,1110,107826
03-Aug-2021,110670,110138,3329,14892,10,268,94,229,47,19763326,111,626,3785,54,18238,53,43,87,6,3312,1251,101068
04-Aug-2021,117291,116754,3534,11488,5,278,87,237,46,19880617,92,631,3789,58,18285,49,31,76,6,3509,1840,109748
05-Aug-2021,116109,115455,3925,15711,16,302,92,259,47,19996726,129,684,3796,62,18339,63,42,103,6,3887,2257,107593
